Accession,Organism_Name,Release_Date,Nuc_Completeness,Segment,Country,Collection_Date
PP751691,Influenza A virus,2024-05-07,partial,6,Viet Nam,2020-09-01
CY007582,Influenza A virus (A/Canterbury/315/2004(H3N2)),2005-12-19,partial,5,New Zealand,2004-09-28
PQ599709,Influenza A virus,2024-11-15,partial,2,USA,2024-08-12
MH488118,Influenza A virus,2018-07-25,partial,5,Chile,2016-03-11
OP953898,Influenza A virus,2022-12-11,partial,7,USA,2021-11-10
CY128202,Influenza A virus (A/Viet Nam/13032030/2009(H1N1)),2012-11-27,partial,1,Viet Nam,2009-08-29
CY113316,Influenza A virus (A/Oslo/13676/1983(H3N2)),2012-04-04,partial,1,Norway,1983
KY045386,Influenza A virus (A/Wisconsin/81/2016(H1N1)),2016-11-05,partial,1,USA,2016-09-21
KX408628,Influenza A virus (A/Georgia/17/2016(H1N1)),2016-06-25,partial,5,USA,2016-02-09
HQ239885,Influenza A virus (A/Canada-MB/RV2036-10/2009(H1N1)),2011-01-12,partial,6,Canada,2009-06-10
MN177001,Influenza A virus,2019-07-21,partial,5,Viet Nam,2017-10
PQ011082,Influenza A virus,2024-07-17,partial,3,USA,2024-05-07
KJ848671,Influenza A virus (A/Thailand/VIROAF1CS/2012(H3N2)),2015-05-31,partial,1,Thailand,2012-10-05
OP953776,Influenza A virus,2022-12-11,partial,7,USA,2021-11-11
PV149842,Influenza A virus,2025-02-20,partial,1,USA,2024-12-10
MN246823,Influenza A virus,2019-08-07,partial,1,USA,2019-03-07
CY050893,Influenza A virus (A/Mexico City/018/2009(H1N1)),2009-11-18,partial,2,Mexico,2009-05-10
MG775674,Influenza A virus (A/swine/Iowa/A02137150/2017(H1N2)),2018-01-16,partial,4,USA,2017-12-04
OL372130,Influenza A virus,2022-03-03,partial,7,Australia,2013-04-01
KX410994,Influenza A virus (A/Washington/48/2016(H1N1)),2016-06-25,partial,3,USA,2016-03-30
ON370449,Influenza A virus,2022-05-03,partial,6,USA,2021-12-24
PQ780785,Influenza A virus,2024-12-19,partial,2,South Korea,2022-02-08
MK072845,Influenza A virus,2018-10-25,partial,6,USA,2018-09-25
MN085911,Influenza B virus,2019-06-25,partial,3,USA,2019-04-05
CY105407,Influenza A virus (A/TayNguyen/TN368/2005(H3N2)),2012-01-09,partial,7,Viet Nam,2005-08-20
CY036369,Influenza A virus (A/duck/New York/Sg-00373/2001(H5N2)),2008-12-03,partial,4,USA,2001
OP694442,Influenza A virus,2022-10-26,partial,2,USA,2022-03-21
PQ832693,Influenza A virus,2025-01-03,partial,4,USA,2024-05-22
KC296173,Influenza A virus (A/equine/Newmarket/1/1993(H3N8)),2013-03-30,partial,4,United Kingdom,1993
CY046692,Influenza A virus (A/Wisconsin/629-D00434/2009(H1N1)),2009-09-11,partial,7,USA,2009-05-16
ON822404,Influenza A virus,2022-11-30,partial,6,Guatemala,2016-12-14
CY242218,Influenza A virus (A/Connecticut/24/2017(H3N2)),2017-09-01,partial,8,USA,2017-06-13
OR749337,Influenza A virus,2023-11-04,partial,5,USA,2023-04-05
PV159447,Influenza A virus,2025-02-21,partial,4,USA,2024-11-29
MH080265,Influenza A virus,2018-03-24,partial,6,USA,2017-12-02
MW095502,Influenza A virus,2020-10-19,partial,2,China,2018-10-31
OP694534,Influenza A virus,2022-10-26,partial,6,USA,2022-03-01
MH246526,Influenza A virus,2018-04-29,partial,7,USA,2017-12-27
MT639157,Influenza A virus,2020-06-23,partial,7,USA,2019-02-02
MH362902,Influenza B virus,2018-05-23,partial,3,USA,2018-03-07
CY100821,Influenza A virus (A/Kuwait/WRAIR1119P/2009(H1N1)),2011-11-18,partial,5,Kuwait,2009-01-01
MH930828,Influenza A virus,2018-09-25,partial,4,Pakistan,2015-05-29
MW159303,Influenza A virus,2020-10-27,partial,1,Benin,2019-07-01
MK623922,Influenza A virus,2019-03-18,partial,8,USA,2018-11-16
KY828625,Influenza A virus (A/mallard/California/UCD883/2015(H11N9)),2017-04-23,partial,5,USA,2015-07-30
PP698629,Influenza A virus,2024-04-24,partial,3,USA,2024-03-29
MW169745,Influenza A virus,2022-02-22,partial,2,Italy,2019-03-04
CY230244,Influenza B virus (B/Wisconsin/15/2017),2017-05-03,partial,3,USA,2017-03-09
KU322807,Influenza A virus (A/swine/Italy/60011-3/2014(H1N2)),2017-08-14,partial,4,Italy,2014
KY465583,Influenza A virus (A/swine/North Carolina/A01671437/2016(H1N2)),2017-02-08,partial,4,USA,2016-12-15
CY248956,Influenza B virus (B/Connecticut/43/2017),2017-11-01,partial,7,USA,2017-04-04
CY221307,Influenza B virus (B/Utah/05/2017),2017-03-03,partial,1,USA,2017-02-01
MK743669,Influenza A virus,2019-04-09,partial,5,USA,2019-01-15
MN100562,Influenza A virus,2020-07-01,partial,5,China,2016-02-01
MN570343,Influenza A virus,2019-10-21,partial,4,Australia,2018-09-25
CY099958,Influenza A virus (A/muscovy duck/Viet Nam/TMU001/2008(H5N1)),2014-11-26,partial,4,Viet Nam,2008-02-20
ON329039,Influenza A virus,2022-06-01,partial,1,China,2020-01-05
MF098964,Influenza A virus (A/swine/Melipilla/VN1401-1587/2015(H1N2)),2018-06-06,partial,2,Chile,2015-10-15
PP877416,Influenza A virus,2024-06-11,partial,5,USA,2024-03-02
PP500414,Influenza A virus,2025-01-13,partial,8,China,2017-01-17
PQ701889,Influenza A virus,2024-12-06,partial,4,USA,2022-07-05
CY161455,Influenza A virus (A/Peru/PER148/2010(H3N2)),2013-12-16,partial,1,Peru,2010-10-27
KJ527631,Influenza A virus (A/blue-winged teal/Ohio/13OS1759/2013(H4N8)),2014-03-30,partial,5,USA,2013-09-13
KM507529,Influenza A virus (A/swine/Brazil/232-11-13/2011(H1N2)),2015-07-06,complete,8,Brazil,2011-08-17
OP510918,Influenza A virus,2022-09-28,partial,4,USA,2022-04-01
PQ714374,Influenza A virus,2024-12-06,partial,1,USA,2022-09-11
OP071477,Influenza A virus,2022-07-31,partial,2,USA,2021-09-28
MH130198,Influenza A virus,2019-04-27,partial,8,South Korea,2013-11-16
DQ997149,Influenza A virus (A/chicken/Hubei/wn/2003(H5N1)),2006-10-03,partial,,China,
GN357777,Influenza A virus,2009-05-12,partial,,,
CY236035,Influenza A virus (A/West Virginia/17/2017(H3N2)),2017-07-12,partial,4,USA,2017-04-08
MK927609,Influenza A virus,2019-05-19,partial,3,USA,2019-02-08
MN638158,Influenza B virus,2019-11-10,partial,5,USA,2019-09-12
MK730389,Influenza A virus,2019-04-08,partial,5,USA,2012-12-03
MH502229,Influenza A virus,2018-06-25,partial,5,USA,2013-05-21
KR137685,Influenza A virus (A/chicken/TY/a665/2015(H5N2)),2015-05-19,complete,3,Taiwan,2015-01-29
PQ844071,Influenza A virus,2025-01-06,partial,5,USA,2024-11-19
OP842718,Influenza A virus,2022-11-21,partial,7,USA,2021-12-20
PV035569,Influenza A virus,2025-01-30,partial,3,USA,2024-11-27
MN568202,Influenza A virus,2019-10-21,partial,5,Australia,2018-07-25
KX136136,Influenza A virus (A/California/04-168-MA/2009(H1N1)),2016-07-12,partial,1,,
OQ839985,Influenza A virus,2024-03-05,partial,4,USA,2019-02-25
AY651682,Influenza A virus (A/Ck/HK/3169.1/2002(H5N1)),2004-07-16,partial,,China,
PV149941,Influenza A virus,2025-02-20,partial,4,USA,2024-12-12
JX175251,Influenza A virus (A/duck/Guangdong/W12/2011(H3N2)),2012-08-13,partial,2,China,2011-12-22
MK392468,Influenza A virus,2019-06-04,partial,2,India,2008-07-24
OQ962639,Influenza A virus,2023-08-23,partial,7,USA,2022-04-13
MS897162,Influenza A virus,2017-07-12,partial,,,
M12591,Influenza A virus (A/Ann Arbor/6/1960(H2N2)),1993-08-02,partial,,,
OQ968073,Influenza A virus,2023-08-23,partial,1,USA,2022-04-07
GU136044,Influenza A virus (A/Myanmar/JP131/2009(H1N1)),2009-10-28,partial,2,Myanmar,2009-07-22
MT467027,Influenza A virus,2020-05-19,partial,4,USA,2020-02-25
OR874010,Influenza A virus,2023-11-29,partial,4,Kenya,2009-12-19
PP763490,Influenza A virus,2024-09-01,partial,6,Nigeria,2022-08-02
MH597655,Influenza A virus,2018-07-16,partial,2,USA,2004-05-17
PQ266476,Influenza A virus,2024-08-30,partial,4,USA,2024-01-27
CY162193,Influenza A virus (A/Peru/PER242/2010(H3N2)),2013-12-16,partial,7,Peru,2010-11-02
KJ640495,Influenza A virus (A/swine/Indiana/13TOSU1158/2013(H1N2)),2014-04-26,partial,8,USA,2013-07-01
PP586607,Influenza A virus,2024-04-09,partial,8,USA,2023-12-21
ON370889,Influenza A virus,2022-05-03,partial,6,USA,2022-01-21
MZ477553,Influenza A virus,2021-07-07,partial,7,Italy,2018-08-24
OR995166,Influenza A virus,2024-12-30,partial,7,USA,2020-09-15
CY039837,Influenza A virus (A/northern shoveler/Interior Alaska/1/2007(H4N6)),2009-05-07,partial,7,USA,2007-09-01
CY239513,Influenza A virus (A/California/174/2016(H1N1)),2017-08-15,partial,4,USA,2016-12-17
MK912657,Influenza A virus,2019-05-18,partial,5,Germany,2019-02-13
KT854483,Influenza B virus (B/California/06/2015),2015-10-11,partial,3,USA,2015-03-05
CY079912,Influenza A virus (A/northern shoveler/Interior Alaska/7MP1667/2007(H3N8)),2010-12-29,partial,8,USA,2007-09-02
AB741032,Influenza A virus (A/swine/Yokohama/aq138/2011(H3N2)),2013-02-02,partial,,Japan,2011-03-08
CY105944,Influenza A virus (A/Puerto Rico/8-SV13/1934(H1N1)),2012-01-17,partial,7,USA,
PQ689992,Influenza A virus,2024-12-06,partial,4,USA,2019-02-16
MN588421,Influenza B virus,2019-12-04,partial,1,Singapore,2018-01-22
KU323299,Influenza A virus (A/swine/Italy/230836/2015(H1N2)),2017-08-14,partial,2,Italy,2015
MK995795,Influenza A virus,2019-06-05,partial,6,USA,2017-10-11
PQ072128,Influenza A virus,2024-07-30,partial,2,USA,2024-01-03
OR793713,Influenza A virus,2023-11-15,partial,4,USA,2022-12-22
CY205176,Influenza A virus (A/mallard/Maryland/12OS3628/2013(H7N3)),2016-03-15,partial,3,USA,2013-01-09
MK786490,Influenza A virus,2019-04-17,partial,5,USA,2019-01-23
CY019422,Influenza A virus (A/Indonesia/CDC1047/2007(H5N1)),2007-01-24,partial,2,Indonesia,2007-01-12
KT828126,Influenza A virus (A/swine/Indiana/14TOSU0435/2014(H3N2)),2015-10-21,partial,6,USA,2014
DM131943,Influenza B virus,2009-07-14,partial,,,
PP686386,Influenza A virus,2024-04-23,partial,4,USA,2024-02-16
MH705969,Influenza B virus,2018-08-07,partial,8,USA,2018-02-09
PQ701260,Influenza A virus,2024-12-06,partial,7,USA,2022-09-24
MK772168,Influenza A virus,2019-04-14,partial,5,USA,2019-02-05
OQ180153,Influenza A virus,2023-01-11,partial,8,USA,2022-11
CY144655,Influenza A virus (A/ruddy turnstone/New Jersey/1321430/2005(H3N8)),2013-05-14,partial,8,USA,2005-05-22
OR747765,Influenza A virus,2023-11-04,partial,8,USA,2023-03-28
MW095873,Influenza A virus,2020-10-19,partial,2,China,2018-11-26
EU597918,Influenza A virus (A/Hong Kong/CUHK18218/1998(H3N2)),2008-04-21,partial,7,Hong Kong,
CY265895,Influenza B virus (B/Nevada/14/2017),2018-01-16,partial,1,USA,2017-12-04
MT106038,Influenza A virus,2020-02-29,partial,7,USA,2019-12-21
CY105322,Influenza A virus (A/Hanoi/HN30240/2004(H3N2)),2012-01-09,partial,8,Viet Nam,2004-03-10
KY925303,Influenza A virus (A/Soledade/LACENRS-551/2012(H1N1)),2017-05-15,partial,1,Brazil,2012-06-28
OQ797479,Influenza A virus,2023-04-16,partial,5,USA,2022-12-28
PP875066,Influenza A virus,2024-06-11,partial,6,USA,2024-01-31
KY653874,Influenza A virus (A/Cameroon/15V-8589/2015(H3N2)),2017-09-18,partial,7,Cameroon,2015-11-18
CY050128,Influenza A virus (A/Qingdao/1346/2009(H3N2)),2010-07-29,partial,4,China,2009-09-17
OP694184,Influenza A virus,2022-10-26,partial,2,USA,2021-11-18
CY221683,Influenza B virus (B/Indiana/05/2017),2017-03-10,partial,1,USA,2017-02-02
CY019724,Influenza B virus (B/Romania/318/1998),2007-02-14,partial,7,Romania,1998-04-06
PP458866,Influenza A virus,2024-03-13,partial,6,USA,2024-01-23
MZ460770,Influenza A virus,2021-07-03,partial,8,USA,2020-12-10
CY168530,Influenza A virus (A/Boston/YGA_01001/2012(H3N2)),2014-04-10,partial,5,USA,2012-12-19
PV099555,Influenza A virus,2025-02-12,partial,5,USA,2025-01-20
PQ711060,Influenza A virus,2024-12-06,partial,7,USA,2022-04-25
MF522066,Influenza A virus (A/swine/Iowa/A01932420/2017(H1N1)),2017-08-12,partial,7,USA,2017-02-21
DM090236,Influenza A virus,2009-04-21,partial,,,
OQ750104,Influenza A virus,2023-04-11,partial,1,USA,2022-01-04
HQ286444,Influenza A virus (A/Kurume/L20/2010(H1N1)),2012-03-31,partial,6,Japan,2010-01-18
PQ706057,Influenza A virus,2024-12-06,partial,4,USA,2022-09-15
PQ828207,Influenza A virus,2025-01-03,partial,6,USA,2024-09-03
CY262014,Influenza A virus (A/Oklahoma/31/2017(H1N1)),2017-12-22,partial,1,USA,2017-11-13
PP499820,Influenza A virus,2025-01-13,partial,6,China,2017-06-20
MH606868,Influenza B virus,2018-07-17,partial,8,USA,2018-05-02
PP586514,Influenza A virus,2024-04-09,partial,1,USA,2023-12-13
MN100867,Influenza A virus,2020-07-01,partial,7,China,2017-02-01
MW109337,Influenza A virus,2020-10-19,partial,5,China,2016-12-12
LC656337,Influenza A virus,2021-10-27,partial,8,Japan,2020-12-15
KJ943056,Influenza A virus (A/Santiago/p13d1/2013(H1N1)),2014-07-13,complete,2,Chile,2013-06-12
ON822616,Influenza A virus,2022-11-30,partial,4,Guatemala,2018-04-16
CY096154,Influenza A virus (A/Khon Kaen/INS455/2010(H1N1)),2011-08-08,partial,4,Thailand,2010-07-11
KX135888,Influenza A virus (A/California/04-115-MA/2009(H1N1)),2016-07-12,partial,1,,
MH672409,Influenza A virus,2018-07-30,partial,6,,
OZ031141,Alphainfluenzavirus influenzae,2024-04-12,partial,7,,
OR750353,Influenza A virus,2023-11-04,partial,2,USA,2023-04-27
MK039781,Influenza A virus,2018-10-16,partial,3,USA,2018-05-02
MN120964,Influenza A virus,2024-07-05,partial,1,China,2016-05-19
MN160943,Influenza A virus,2019-07-15,partial,3,USA,2019-04-17
KT836512,Influenza A virus (A/Florida/62/2014(H1N1)),2015-10-11,partial,4,USA,2014-10-28
PQ082066,Influenza B virus,2024-07-30,partial,1,USA,2024-01-03
CY066285,Influenza A virus (A/California/VRDL113/2009(H1N1)),2010-07-07,partial,2,USA,2009-11-24
GN356845,Influenza A virus,2009-05-12,partial,,,
MW961465,Influenza A virus,2021-04-24,partial,3,Nigeria,2021-03-01
KC458122,Influenza A virus (A/Japan/804/2009(H3N2)),2013-02-11,partial,4,Japan,2009-11-18
KT206093,Influenza A virus (A/California/NHRC_BRD21185N/2015(H3N2)),2015-07-18,partial,7,USA,2015-01-21
MK912576,Influenza A virus,2019-05-18,partial,6,United Kingdom,2019-02-27
FN422239,Influenza A virus (A/equine/Newmarket/5/2003(H3N8)),2010-05-13,partial,4,United Kingdom,
MZ005162,Influenza A virus,2021-12-30,partial,4,Chile,2020-02-28
KP341403,Influenza A virus (A/swine/Illinois/A01477998/2014(H1N1)),2015-02-02,partial,6,USA,2014-12-02
HE968214,Influenza A virus (A/equine/United Kingdom/306338/2003(H3N8)),2012-12-20,partial,,United Kingdom,2003-03-27
PQ704349,Influenza A virus,2024-12-06,partial,8,USA,2022-07-30
PQ694438,Influenza A virus,2024-12-06,partial,8,USA,2020-01-09
MT912799,Influenza A virus,2023-12-31,partial,4,Pakistan,2019-11-04
AB679548,Influenza A virus (A/Sendai/EQ114/2011(H3N2)),2013-04-03,partial,4,Japan,2011
KP735569,Influenza A virus (A/swine/Illinois/A00970781/2010(H1N1)),2015-03-01,partial,5,USA,2010-06-02
MF145830,Influenza A virus (A/black-headed gull/Netherlands/90/2012(H13N6)),2017-06-17,partial,6,Netherlands,2012-07-17
GU051754,Influenza A virus (A/ruddy turnstone/New Jersey/527/2006(H7N3)),2009-11-28,partial,5,USA,2006
PQ033787,Influenza A virus,2024-07-20,partial,4,USA,2007-05-10
MW106015,Influenza A virus,2020-10-19,partial,3,China,2018-04-25
KT359280,Influenza B virus (B/Vietnam/NH13442/2013),2015-08-29,partial,4,Viet Nam,2013-10-23
M63516,Influenza A virus (A/Memphis/8/1988(H3N2)),1993-08-02,partial,,,
OR479540,Influenza A virus,2023-08-29,partial,5,USA,2022-12-14
KP662681,Influenza A virus (A/Beijing/50715/2013(H3N2)),2015-05-29,partial,4,China,2013-12-20
CY239595,Influenza A virus (A/Arizona/41/2017(H1N1)),2017-08-15,partial,6,USA,2017-06-15
MH798446,Influenza A virus,2018-09-02,partial,4,USA,2017
MK745888,Influenza A virus,2019-04-10,partial,4,USA,2019-01-14
MZ019500,Influenza A virus,2021-04-28,partial,3,Belgium,1999
OQ232653,Influenza A virus,2023-01-17,partial,8,USA,2022-10-21
MK241029,Influenza A virus,2018-12-05,partial,1,USA,2018-03-16
PP641078,Influenza B virus,2024-04-16,partial,2,USA,2024-01-17
MN922906,Influenza A virus,2020-01-17,partial,6,China,2016-06
CY098712,Influenza A virus (A/Beijing/1/2009(H5N1)),2011-09-20,partial,8,China,2008-12-04
CY121273,Influenza A virus (A/reassortant/X-83(Chile/1/1983 x X-31)(H1N1)),2012-06-20,partial,8,,
MN155860,Influenza B virus,2019-07-14,partial,4,USA,2019-04-24
MH305705,Influenza A virus,2018-05-13,partial,1,USA,2018-02-24
MG366963,Influenza A virus (A/mallard duck/Korea/VI150051/2015(H7N1)),2017-12-06,partial,5,South Korea,2015-01
KX919010,Influenza A virus (A/Texas/105/2016(H1N1)),2016-10-10,partial,2,USA,2016-02-22
OQ998315,Influenza B virus,2023-05-23,partial,3,USA,2023-03-03
CY079776,Influenza A virus (A/mallard/Interior Alaska/9BM1327/2009(H8N4)),2010-12-29,partial,2,USA,2009-06-18
OR472817,Influenza A virus,2023-08-27,partial,8,USA,2023-01-27
MT245741,Influenza A virus,2020-03-31,partial,7,USA,2020-01-15
PP073063,Influenza A virus,2024-01-08,partial,7,USA,2023-12-02
CY260761,Influenza A virus (A/Minnesota/40/2017(H3N2)),2017-12-22,partial,2,USA,2017-11-05
CY238996,Influenza B virus (B/Idaho/16/2017),2017-07-21,partial,6,USA,2017-05-11
PQ071393,Influenza A virus,2024-07-30,partial,7,USA,2023-12-02
KP457724,Influenza A virus (A/Hubei Wujiagang/138/2009(H1N1)),2015-06-01,partial,4,China,2009-02-22
KY828664,Influenza A virus (A/mallard/California/UCD1013/2015(H11N9)),2017-04-23,partial,4,USA,2015-08-13
CY259219,Influenza A virus (A/New York/A-WC-LVD-17-030/2017(H3N2)),2017-12-08,partial,8,USA,2017-02-11
OP841352,Influenza A virus,2022-11-21,partial,8,USA,2022-01-30
OP840036,Influenza A virus,2022-11-21,partial,1,USA,2022-01-05
CY140749,Influenza A virus (A/mallard/Minnesota/AI09-2749/2009(mixed)),2013-04-26,partial,8,USA,2009-09-04
CY068616,Influenza A virus (A/California/VRDL335/2009(H3N2)),2010-08-04,partial,1,USA,2009-05-03
MN054373,Influenza A virus,2019-11-30,partial,8,Chile,2018
CY103176,Influenza A virus (A/mallard/Alberta/297/2006(H4N6)),2011-11-16,partial,2,Canada,2006-08-09
PQ582231,Influenza A virus,2024-11-12,partial,8,United Kingdom,2023-05-24
PQ266165,Influenza A virus,2024-08-30,partial,3,USA,2024-04-10
DQ226172,Influenza A virus (A/HK/2108/2003(H9N2)),2005-11-13,partial,,China,
CY045270,Influenza A virus (A/gray teal/Western Australia/1840/1979(H4N4)),2009-09-02,partial,1,Australia,1979
MK338855,Influenza A virus,2020-01-31,partial,2,Germany,2006-11-27
MH584337,Influenza B virus,2018-07-12,partial,4,USA,2018-03-27
CY194097,Influenza B virus (B/New York/4844/2015),2015-11-10,partial,4,USA,2015-03-27
OQ793960,Influenza A virus,2023-04-16,partial,7,Egypt,2016-12-01
PQ150767,Influenza A virus,2024-08-12,partial,7,USA,2024-06-13
KY043739,Influenza B virus (B/Michigan/14/2016),2016-11-05,partial,1,USA,2016-03-01
MT421400,Influenza A virus,2020-05-27,partial,1,USA,2017-08-29
MT342067,Influenza A virus,2020-04-21,partial,7,USA,2020-02-11
PQ716585,Influenza A virus,2024-12-06,partial,4,USA,2022-11-18
CY033775,Influenza A virus (A/mallard/Minnesota/Sg-00118/2007(H11N9)),2008-07-18,partial,2,USA,2007-09-22
KX523776,Influenza A virus (A/California/NHRC_W7416A/2016(H1N1)),2016-08-07,partial,6,USA,2016-04-22
PQ803580,Influenza A virus,2024-12-24,partial,6,USA,2024-11-04
KY925276,Influenza A virus (A/Santa Rosa/LACENRS-1297/2016(H1N1)),2017-05-15,partial,8,Brazil,2016-04-29
KF789731,Influenza A virus (A/New Mexico/06/2013(H3N2)),2013-11-06,partial,4,USA,2013-02-23
CY115458,Influenza A virus (A/Hong Kong/H090-781-V10/2009(mixed)),2012-04-13,partial,6,Hong Kong,2009-08-06
MK268525,Influenza A virus,2018-12-12,partial,8,USA,2018-09-11
MH596944,Influenza A virus,2018-07-16,partial,1,USA,2002-05-28
OR405058,Influenza A virus,2023-08-13,partial,6,Algeria,2021-03
KY941175,Influenza A virus (A/swine/Iowa/A01667088/2017(H1N1)),2017-05-06,partial,6,USA,2017-03-06
KY828789,Influenza A virus (A/mallard/California/UCD993/2015(H11N9)),2017-04-23,partial,2,USA,2015-08-10
MN860050,Influenza A virus,2019-12-27,partial,6,Egypt,2018-12-20
OR749599,Influenza A virus,2023-11-04,partial,4,USA,2023-05-18
KX409831,Influenza A virus (A/Delaware/14/2016(H1N1)),2016-06-25,partial,8,USA,2016-03-15
MH797793,Influenza A virus,2018-09-02,partial,5,USA,2018
CY230784,Influenza A virus (A/Iowa/19/2017(H3N2)),2017-05-15,partial,2,USA,2017-04-03
CY008762,Influenza A virus (A/Canterbury/68/2000(H3N2)),2006-02-07,partial,2,New Zealand,2000-09-08
PP875633,Influenza A virus,2024-06-11,partial,3,USA,2024-02-28
MW265191,Influenza A virus,2021-05-31,partial,7,China,2014-11-01
CY059083,Influenza A virus (A/Zhufang/41/1988(H1N1)),2010-04-04,partial,7,China,1988
HM172372,Influenza A virus (A/bar-headed goose/Tibet/8/2006(H5N1)),2010-08-10,partial,2,China,2006
MH233376,Influenza A virus,2018-04-25,partial,5,USA,2018-02-13
MT379272,Influenza A virus,2020-05-02,partial,6,France,2018-08-10
DM084317,Influenza A virus,2009-04-21,partial,,,
OQ917544,Influenza A virus,2023-05-07,partial,2,USA,2022-11-10
CY230223,Influenza A virus (A/Wisconsin/28/2017(H3N2)),2017-05-03,partial,6,USA,2017-03-07
CY028248,Influenza A virus (A/eurasian coot/Western Australia/2727/1979(H6N2)),2007-12-12,partial,3,Australia,1979
OQ786566,Influenza A virus,2023-04-15,partial,5,USA,2022-06-09
JX309146,Influenza A virus (A/Singapore/KK81/2010(H1N1)),2012-08-08,partial,8,Singapore,2010-02-12
GU953267,Influenza A virus (A/tufted duck/Aktau/1456/2006(H4N6)),2010-04-03,partial,7,Kazakhstan,2006-02-11
PP642578,Influenza B virus,2024-04-16,partial,7,USA,2024-01-23
CY249444,Influenza B virus (B/Florida/90/2017),2017-11-01,partial,2,USA,2017-07-12
AY363517,Influenza A virus (A/swine/Hong Kong/1212/02(H3N2)),2004-09-01,partial,4,Hong Kong,
M34335,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),1993-08-02,partial,4,USA,
PV071613,Influenza A virus,2025-02-06,partial,4,USA,2024-10-29
MN247925,Influenza A virus,2019-08-07,partial,1,USA,2019-03-19
PQ377641,Influenza A virus,2024-09-25,partial,6,USA,2024-06-11
OR743956,Influenza A virus,2023-11-04,partial,4,USA,2023-01-01
KY043360,Influenza B virus (B/Virginia/30/2016),2016-11-05,partial,5,USA,2016-03-27
PP563128,Influenza A virus,2024-04-03,partial,7,USA,2023-03-16
MW220378,Influenza A virus,2022-02-22,partial,8,Italy,2017-04-25
MN881246,Influenza A virus,2020-01-04,partial,5,USA,2019-08-24
PQ673612,Influenza A virus,2024-12-03,partial,4,USA,2024-10-24
PQ255061,Influenza A virus,2024-08-30,partial,5,USA,2024-04-20
KP459888,Influenza B virus (B/Saitama/1/2008),2015-06-01,partial,4,Japan,2008-02-01
MN561180,Influenza A virus,2020-12-01,partial,3,Thailand,2017-10-17
MN055314,Influenza A virus,2020-03-18,partial,8,Chile,2018
KC895604,Influenza A virus (A/common murre/Newfoundland/AB319/2011(H1N2)),2013-05-11,partial,3,Canada,2011-07-21
MN850420,Influenza A virus,2019-12-24,partial,4,Morocco,2019
KP417604,Influenza A virus (A/chicken/Jiangxi/12219/2014(H7N9)),2015-03-06,partial,6,China,2014-03-16
CY175431,Influenza B virus (B/New York/1217/2009),2014-04-10,partial,1,USA,2009-03-08
MH604729,Influenza B virus,2018-07-16,partial,1,USA,2018-04-09
MW386859,Influenza A virus,2022-01-31,partial,4,Pakistan,2019-05-11
OQ839731,Influenza A virus,2024-03-05,partial,5,USA,2019-02-09
HB379544,Influenza A virus,2009-06-09,partial,,,
KX136520,Influenza A virus (A/California/04-169-MA/2009(H1N1)),2016-07-12,partial,5,,
PP312891,Influenza B virus,2024-02-13,partial,8,USA,2023-11-30
OR746472,Influenza A virus,2023-11-04,partial,4,USA,2023-05-25
KU289971,Influenza A virus (A/bufflehead/Virginia/A00120022/2008(H7N2)),2015-12-27,partial,8,USA,2008-12-09
HM567897,Influenza A virus (A/England/432/2009(H1N1)),2011-06-30,partial,5,United Kingdom,2009-06-05
KC881930,Influenza A virus (A/New York/04/2011(H1N1)),2013-05-06,partial,6,USA,2011-02-21
KF886348,Influenza A virus (A/Ontario/038/2013(H3N2)),2013-12-14,complete,4,Canada,2013-02-19
PP900020,Influenza A virus,2024-06-16,partial,3,USA,2024-04-01
KU321918,Influenza A virus (A/Milano/217/2011(H3N2)),2017-08-14,partial,1,Italy,2011
CY108370,Influenza A virus (A/Shenzhen/1195/1998(H3N2)),2012-03-21,partial,4,China,1998-06-04
PP311393,Influenza B virus,2024-02-13,partial,3,USA,2023-11-19
MN570110,Influenza A virus,2019-10-21,partial,1,Australia,2017-08-13
CY105097,Influenza A virus (A/KhanhHoa/KH321/2008(H1N1)),2012-01-09,partial,5,Viet Nam,2008-08-25
DQ107465,Influenza A virus (A/mallard/New York/189/1982(H5N2)),2005-09-16,partial,,USA,
PQ694250,Influenza A virus,2024-12-06,partial,3,USA,2020-01-09
KY583775,Influenza A virus (A/mallard/Ohio/15OS3999/2015(H6N2)),2017-03-05,partial,8,USA,2015-08-11
GQ412072,Influenza A virus (A/chicken/Korea/YAQ173/2008(H5N1)),2010-03-10,partial,7,South Korea,2008-04-09
PP304964,Influenza A virus,2024-02-13,partial,8,USA,2023-11-14
MH180671,Influenza A virus,2018-05-31,partial,3,Pakistan,2015-06
JX454733,Influenza A virus (A/wild bird/Korea/GS26/2006(H4N6)),2012-10-06,partial,8,South Korea,2006-02
CY082728,Influenza A virus (A/swine/Illinois/02167/2008(H1N1)),2011-06-24,partial,4,USA,2008-05-08
MK878754,Influenza A virus,2019-05-09,partial,6,USA,2019-04-10
MN318928,Influenza A virus,2019-08-21,partial,2,USA,2019-06-25
OQ248966,Influenza A virus,2023-01-18,partial,8,USA,2022-11-01
CY061961,Influenza A virus (A/New York/6945/2009(H1N1)),2010-04-26,partial,1,USA,2009-12-11
PQ731589,Influenza A virus,2024-12-10,partial,8,USA,2024-10-24
